Date,Decade,Year,Month,Day,min,max,mean
1998-10-04 00:00:00,1990s,1998,10,4,50.0,54.0,52.0
1998-10-05 00:00:00,1990s,1998,10,5,52.0,66.0,59.0
1998-10-06 00:00:00,1990s,1998,10,6,54.0,69.0,61.5
1998-10-07 00:00:00,1990s,1998,10,7,60.0,68.0,64.0
1998-10-08 00:00:00,1990s,1998,10,8,60.0,70.0,65.0
1998-10-09 00:00:00,1990s,1998,10,9,57.0,60.0,58.5
1998-10-10 00:00:00,1990s,1998,10,10,53.0,66.0,59.5
1999-10-03 00:00:00,1990s,1999,10,3,51.0,79.0,65.0
1999-10-04 00:00:00,1990s,1999,10,4,53.0,70.0,61.5
1999-10-05 00:00:00,1990s,1999,10,5,41.0,56.0,48.5
1999-10-06 00:00:00,1990s,1999,10,6,39.0,68.0,53.5
1999-10-07 00:00:00,1990s,1999,10,7,40.0,59.0,49.5
1999-10-08 00:00:00,1990s,1999,10,8,37.0,65.0,51.0
1999-10-09 00:00:00,1990s,1999,10,9,50.0,69.0,59.5
1999-10-10 00:00:00,1990s,1999,10,10,62.0,68.0,65.0
2000-10-03 00:00:00,2000s,2000,10,3,55.0,84.0,69.5
2000-10-04 00:00:00,2000s,2000,10,4,59.0,85.0,72.0
2000-10-05 00:00:00,2000s,2000,10,5,63.0,70.0,66.5
2000-10-06 00:00:00,2000s,2000,10,6,54.0,80.0,67.0
2000-10-07 00:00:00,2000s,2000,10,7,40.0,60.0,50.0
2000-10-08 00:00:00,2000s,2000,10,8,35.0,57.0,46.0
2000-10-09 00:00:00,2000s,2000,10,9,35.0,53.0,44.0
2000-10-10 00:00:00,2000s,2000,10,10,37.0,58.0,47.5
2001-10-03 00:00:00,2000s,2001,10,3,55.0,81.0,68.0
2001-10-04 00:00:00,2000s,2001,10,4,55.0,81.0,68.0
2001-10-05 00:00:00,2000s,2001,10,5,51.0,79.0,65.0
2001-10-06 00:00:00,2000s,2001,10,6,42.0,70.0,56.0
2001-10-07 00:00:00,2000s,2001,10,7,35.0,58.0,46.5
2001-10-08 00:00:00,2000s,2001,10,8,31.0,57.0,44.0
2001-10-09 00:00:00,2000s,2001,10,9,28.0,62.0,45.0
2001-10-10 00:00:00,2000s,2001,10,10,35.0,71.0,53.0
2002-10-03 00:00:00,2000s,2002,10,3,64.0,86.0,75.0
2002-10-04 00:00:00,2000s,2002,10,4,71.0,81.0,76.0
2002-10-05 00:00:00,2000s,2002,10,5,60.0,85.0,72.5
2002-10-06 00:00:00,2000s,2002,10,6,54.0,71.0,62.5
2002-10-07 00:00:00,2000s,2002,10,7,51.0,76.0,63.5
2002-10-08 00:00:00,2000s,2002,10,8,45.0,63.0,54.0
2002-10-09 00:00:00,2000s,2002,10,9,46.0,63.0,54.5
2002-10-10 00:00:00,2000s,2002,10,10,61.0,65.0,63.0
2003-10-03 00:00:00,2000s,2003,10,3,38.0,62.0,50.0
2003-10-04 00:00:00,2000s,2003,10,4,47.0,69.0,58.0
2003-10-05 00:00:00,2000s,2003,10,5,45.0,65.0,55.0
2003-10-06 00:00:00,2000s,2003,10,6,47.0,68.0,57.5
2003-10-07 00:00:00,2000s,2003,10,7,50.0,70.0,60.0
2003-10-08 00:00:00,2000s,2003,10,8,50.0,76.0,63.0
2003-10-09 00:00:00,2000s,2003,10,9,52.0,77.0,64.5
2003-10-10 00:00:00,2000s,2003,10,10,51.0,70.0,60.5
2004-10-03 00:00:00,2000s,2004,10,3,53.0,70.0,61.5
2004-10-04 00:00:00,2000s,2004,10,4,53.0,74.0,63.5
2004-10-05 00:00:00,2000s,2004,10,5,42.0,63.0,52.5
2004-10-06 00:00:00,2000s,2004,10,6,38.0,66.0,52.0
2004-10-07 00:00:00,2000s,2004,10,7,42.0,76.0,59.0
2004-10-08 00:00:00,2000s,2004,10,8,47.0,77.0,62.0
2004-10-09 00:00:00,2000s,2004,10,9,51.0,71.0,61.0
2004-10-10 00:00:00,2000s,2004,10,10,51.0,71.0,61.0
2005-10-03 00:00:00,2000s,2005,10,3,50.0,78.0,64.0
2005-10-04 00:00:00,2000s,2005,10,4,61.0,74.0,67.5
2005-10-05 00:00:00,2000s,2005,10,5,60.0,78.0,69.0
2005-10-06 00:00:00,2000s,2005,10,6,60.0,78.0,69.0
2005-10-07 00:00:00,2000s,2005,10,7,69.0,75.0,72.0
2005-10-08 00:00:00,2000s,2005,10,8,54.0,74.0,64.0
2005-10-09 00:00:00,2000s,2005,10,9,54.0,61.0,57.5
2005-10-10 00:00:00,2000s,2005,10,10,58.0,65.0,61.5
2006-10-03 00:00:00,2000s,2006,10,3,57.0,81.0,69.0
2006-10-04 00:00:00,2000s,2006,10,4,61.0,82.0,71.5
2006-10-05 00:00:00,2000s,2006,10,5,56.0,74.0,65.0
2006-10-06 00:00:00,2000s,2006,10,6,51.0,57.0,54.0
2006-10-07 00:00:00,2000s,2006,10,7,47.0,57.0,52.0
2006-10-08 00:00:00,2000s,2006,10,8,50.0,70.0,60.0
2006-10-09 00:00:00,2000s,2006,10,9,46.0,78.0,62.0
2006-10-10 00:00:00,2000s,2006,10,10,53.0,79.0,66.0
2007-10-03 00:00:00,2000s,2007,10,3,64.0,82.0,73.0
2007-10-04 00:00:00,2000s,2007,10,4,61.0,84.0,72.5
2007-10-05 00:00:00,2000s,2007,10,5,65.0,81.0,73.0
2007-10-06 00:00:00,2000s,2007,10,6,64.0,85.0,74.5
2007-10-07 00:00:00,2000s,2007,10,7,62.0,92.0,77.0
2007-10-08 00:00:00,2000s,2007,10,8,64.0,91.0,77.5
2007-10-09 00:00:00,2000s,2007,10,9,67.0,94.0,80.5
2007-10-10 00:00:00,2000s,2007,10,10,61.0,83.0,72.0
2008-10-03 00:00:00,2000s,2008,10,3,45.0,71.0,58.0
2008-10-04 00:00:00,2000s,2008,10,4,52.0,69.0,60.5
2008-10-05 00:00:00,2000s,2008,10,5,50.0,73.0,61.5
2008-10-06 00:00:00,2000s,2008,10,6,48.0,69.0,58.5
2008-10-07 00:00:00,2000s,2008,10,7,41.0,65.0,53.0
2008-10-08 00:00:00,2000s,2008,10,8,42.0,69.0,55.5
2008-10-09 00:00:00,2000s,2008,10,9,58.0,78.0,68.0
2008-10-10 00:00:00,2000s,2008,10,10,51.0,75.0,63.0
2009-10-03 00:00:00,2000s,2009,10,3,51.0,76.0,63.5
2009-10-04 00:00:00,2000s,2009,10,4,48.0,69.0,58.5
2009-10-05 00:00:00,2000s,2009,10,5,47.0,68.0,57.5
2009-10-06 00:00:00,2000s,2009,10,6,43.0,68.0,55.5
2009-10-07 00:00:00,2000s,2009,10,7,47.0,71.0,59.0
2009-10-08 00:00:00,2000s,2009,10,8,45.0,68.0,56.5
2009-10-09 00:00:00,2000s,2009,10,9,58.0,83.0,70.5
2009-10-10 00:00:00,2000s,2009,10,10,47.0,73.0,60.0
2010-10-03 00:00:00,2010s,2010,10,3,46.0,64.0,55.0
2010-10-04 00:00:00,2010s,2010,10,4,50.0,54.0,52.0
2010-10-05 00:00:00,2010s,2010,10,5,50.0,60.0,55.0
2010-10-06 00:00:00,2010s,2010,10,6,49.0,60.0,54.5
2010-10-07 00:00:00,2010s,2010,10,7,50.0,74.0,62.0
2010-10-08 00:00:00,2010s,2010,10,8,44.0,76.0,60.0
2010-10-09 00:00:00,2010s,2010,10,9,47.0,81.0,64.0
2010-10-10 00:00:00,2010s,2010,10,10,47.0,76.0,61.5
2011-10-03 00:00:00,2010s,2011,10,3,43.0,56.0,49.5
2011-10-04 00:00:00,2010s,2011,10,4,45.0,71.0,58.0
2011-10-05 00:00:00,2010s,2011,10,5,50.0,76.0,63.0
2011-10-06 00:00:00,2010s,2011,10,6,45.0,72.0,58.5
2011-10-07 00:00:00,2010s,2011,10,7,45.0,72.0,58.5
2011-10-08 00:00:00,2010s,2011,10,8,46.0,75.0,60.5
2011-10-09 00:00:00,2010s,2011,10,9,49.0,83.0,66.0
2011-10-10 00:00:00,2010s,2011,10,10,52.0,85.0,68.5
2012-10-03 00:00:00,2010s,2012,10,3,70.0,81.0,75.5
2012-10-04 00:00:00,2010s,2012,10,4,62.0,80.0,71.0
2012-10-05 00:00:00,2010s,2012,10,5,59.0,81.0,70.0
2012-10-06 00:00:00,2010s,2012,10,6,48.0,79.0,63.5
2012-10-07 00:00:00,2010s,2012,10,7,45.0,53.0,49.0
2012-10-08 00:00:00,2010s,2012,10,8,41.0,54.0,47.5
2012-10-09 00:00:00,2010s,2012,10,9,47.0,61.0,54.0
2012-10-10 00:00:00,2010s,2012,10,10,50.0,69.0,59.5
2013-10-03 00:00:00,2010s,2013,10,3,60.0,83.0,71.5
2013-10-04 00:00:00,2010s,2013,10,4,59.0,89.0,74.0
2013-10-05 00:00:00,2010s,2013,10,5,64.0,90.0,77.0
2013-10-06 00:00:00,2010s,2013,10,6,65.0,86.0,75.5
2013-10-07 00:00:00,2010s,2013,10,7,54.0,75.0,64.5
2013-10-08 00:00:00,2010s,2013,10,8,47.0,68.0,57.5
2013-10-09 00:00:00,2010s,2013,10,9,53.0,60.0,56.5
2013-10-10 00:00:00,2010s,2013,10,10,54.0,58.0,56.0
2014-10-03 00:00:00,2010s,2014,10,3,56.0,70.0,63.0
2014-10-04 00:00:00,2010s,2014,10,4,43.0,69.0,56.0
2014-10-05 00:00:00,2010s,2014,10,5,36.0,62.0,49.0
2014-10-06 00:00:00,2010s,2014,10,6,39.0,73.0,56.0
2014-10-07 00:00:00,2010s,2014,10,7,58.0,69.0,63.5
2014-10-08 00:00:00,2010s,2014,10,8,52.0,76.0,64.0
2014-10-09 00:00:00,2010s,2014,10,9,45.0,70.0,57.5
2014-10-10 00:00:00,2010s,2014,10,10,53.0,61.0,57.0
2015-10-03 00:00:00,2010s,2015,10,3,48.0,57.0,52.5
2015-10-04 00:00:00,2010s,2015,10,4,53.0,58.0,55.5
2015-10-05 00:00:00,2010s,2015,10,5,47.0,67.0,57.0
2015-10-06 00:00:00,2010s,2015,10,6,44.0,76.0,60.0
2015-10-07 00:00:00,2010s,2015,10,7,54.0,76.0,65.0
2015-10-08 00:00:00,2010s,2015,10,8,51.0,77.0,64.0
2015-10-09 00:00:00,2010s,2015,10,9,60.0,79.0,69.5
2015-10-10 00:00:00,2010s,2015,10,10,44.0,64.0,54.0
2016-10-03 00:00:00,2010s,2016,10,3,55.0,76.0,65.5
2016-10-04 00:00:00,2010s,2016,10,4,53.0,73.0,63.0
2016-10-05 00:00:00,2010s,2016,10,5,54.0,69.0,61.5
2016-10-06 00:00:00,2010s,2016,10,6,55.0,71.0,63.0
2016-10-07 00:00:00,2010s,2016,10,7,59.0,72.0,65.5
2016-10-08 00:00:00,2010s,2016,10,8,62.0,66.0,64.0
2016-10-09 00:00:00,2010s,2016,10,9,55.0,68.0,61.5
2016-10-10 00:00:00,2010s,2016,10,10,42.0,65.0,53.5
2017-10-03 00:00:00,2010s,2017,10,3,46.0,73.0,59.5
2017-10-04 00:00:00,2010s,2017,10,4,48.0,78.0,63.0
2017-10-05 00:00:00,2010s,2017,10,5,52.0,84.0,68.0
2017-10-06 00:00:00,2010s,2017,10,6,59.0,84.0,71.5
2017-10-07 00:00:00,2010s,2017,10,7,58.0,84.0,71.0
2017-10-08 00:00:00,2010s,2017,10,8,74.0,84.0,79.0
2017-10-09 00:00:00,2010s,2017,10,9,72.0,86.0,79.0
2017-10-10 00:00:00,2010s,2017,10,10,67.0,86.0,76.5
2018-10-03 00:00:00,2010s,2018,10,3,64.0,84.0,74.0
2018-10-04 00:00:00,2010s,2018,10,4,63.0,88.0,75.5
2018-10-05 00:00:00,2010s,2018,10,5,63.0,73.0,68.0
2018-10-06 00:00:00,2010s,2018,10,6,64.0,73.0,68.5
2018-10-07 00:00:00,2010s,2018,10,7,70.0,84.0,77.0
2018-10-08 00:00:00,2010s,2018,10,8,69.1,82.9,76.0
2018-10-09 00:00:00,2010s,2018,10,9,66.9,81.0,73.95
2018-10-10 00:00:00,2010s,2018,10,10,69.1,82.9,76.0
2019-10-03 00:00:00,2010s,2019,10,3,70.0,84.0,77.0
2019-10-04 00:00:00,2010s,2019,10,4,46.9,79.0,62.95
2019-10-05 00:00:00,2010s,2019,10,5,46.9,66.9,56.900000000000006
2019-10-06 00:00:00,2010s,2019,10,6,60.1,73.0,66.55
2019-10-07 00:00:00,2010s,2019,10,7,60.1,82.9,71.5
2019-10-08 00:00:00,2010s,2019,10,8,55.9,69.1,62.5
2019-10-09 00:00:00,2010s,2019,10,9,55.0,71.1,63.05
2019-10-10 00:00:00,2010s,2019,10,10,55.9,79.0,67.45
2020-10-03 16:00:00,2020,2020,10,3,53.31,66.31,59.81
2020-10-04 16:00:00,2020,2020,10,4,55.31,66.38,60.845
2020-10-05 16:00:00,2020,2020,10,5,58.84,69.67,64.255
2020-10-06 16:00:00,2020,2020,10,6,57.74,73.74,65.74
2020-10-07 16:00:00,2020,2020,10,7,62.28,76.96,69.62
2020-10-08 16:00:00,2020,2020,10,8,56.57,65.82,61.19499999999999
2020-10-09 16:00:00,2020,2020,10,9,49.28,63.7,56.49
2020-10-10 16:00:00,2020,2020,10,10,56.68,75.69,66.185
